Date,SPX Index,HSI Index,AAXJ US Equity,USGG2YR Index,USGG10YR Index,EURUSD Curncy,GBPUSD Curncy,USDJPY Curncy,AUDUSD Curncy,USDKRW Curncy,USDTWD Curncy,USDPHP Curncy,USDIDR Curncy,USDINR Curncy,USDMYR Curncy,USDSGD Curncy,USDTHB Curncy,CLA Comdty,XAU Curncy
8/17/2022,4274.04,19202.73,68.48,3.1321,2.9595,1.0018,1.1824,138.96,12/30/1899,1362.7,30.91,56.83,14978,80.865,4.5017,1.404,38.37,73.65,1708.17
8/18/2022,4283.74,19044.3,68.08,3.1201,2.9152,1.008,1.1855,138.57,12/30/1899,1371.75,30.88,56.868,14983,80.9912,4.4978,1.4001,38.092,73.89,1709.22
8/19/2022,4228.48,18854.62,67.23,3.1744,2.9855,1.0143,1.1953,138.14,12/30/1899,1372.4,30.896,56.793,14998,81.625,4.5037,1.3963,37.73,73.46,1711.67
8/22/2022,4137.99,19362.25,66.74,3.2374,3.0209,1.0227,1.1995,138.19,12/30/1899,1384.1,31.104,57.095,15018,81.5762,4.5072,1.3926,38.132,73.1,1696.58
8/23/2022,4128.73,19326.86,66.94,3.2272,3.0265,1.018,1.1973,138.21,12/30/1899,1380.75,31.135,57.165,15038,81.9413,4.528,1.3936,37.552,73.15,1718.81
8/24/2022,4140.77,18847.1,66.98,3.085,2.8747,1.023,1.1995,137.36,12/30/1899,1373.85,31.308,57.415,15128,81.8487,4.5352,1.3897,37.405,73.76,1727.64
8/25/2022,4199.12,18930.38,68.55,2.97,2.7504,1.0213,1.1999,136.12,12/30/1899,1391.05,31.369,57.425,15123,81.3488,4.5505,1.3881,37.34,73.42,1719.78
8/26/2022,4057.66,18761.69,67.44,3.0161,2.7959,1.022,1.2043,136.69,12/30/1899,1394,31.366,57.49,15263,81.8763,4.559,1.3865,37.397,72.66,1717.32
8/29/2022,4030.61,18565.97,66.94,3.0528,2.8068,1.0117,1.2028,136.91,12/30/1899,1388.7,31.452,57.995,15263,81.5175,4.5535,1.3896,37.912,72.63,1734.19
8/30/2022,3986.16,18781.42,66.34,2.9979,2.7849,1.02,1.2158,136.57,12/30/1899,1393.65,31.624,58.49,15228,81.89,4.567,1.3827,38.167,73.38,1755.84
8/31/2022,3955,18444.62,66.96,2.8622,2.6759,1.0197,1.218,134.27,12/30/1899,1389.7,31.673,58.495,15303,82.3313,4.5775,1.3799,38.082,71.63,1765.94
9/1/2022,3966.85,18147.95,66.4,2.8844,2.6487,1.022,1.2171,133.27,12/30/1899,1394.85,31.837,58.989,15245,82.3225,4.6035,1.3805,38.235,71.46,1772.17
9/2/2022,3924.26,17933.27,65.59,2.8701,2.5732,1.0262,1.225,131.61,12/30/1899,1411.3,31.774,58.992,15193,82.3256,4.6108,1.3776,38.083,69.86,1760.39
9/6/2022,3908.19,17855.14,64.86,3.0508,2.7483,1.0166,1.217,133.17,12/30/1899,1409.55,31.88,58.982,15188,82.31,4.6302,1.3822,38.2,69.87,1765.29
9/7/2022,3979.87,17860.31,65.43,3.0651,2.7046,1.0166,1.2149,133.86,12/30/1899,1430.85,31.855,58.647,15253,82.345,4.636,1.3809,38.155,69.93,1791.28
9/8/2022,4006.18,17250.88,65.08,3.0427,2.6883,1.0246,1.216,132.89,12/30/1899,1422.45,31.771,58.995,15313,82.3375,4.6375,1.3764,38.37,67.55,1775.5
9/9/2022,4067.36,17165.87,66.06,3.2257,2.8268,1.0183,1.2073,135.01,12/30/1899,1440.15,31.878,58.67,15358,82.355,4.6483,1.3813,38.298,67.66,1788.96
9/12/2022,4110.41,17222.83,66.87,3.2053,2.7572,1.0197,1.2082,134.95,12/30/1899,1439,31.751,58.665,15358,82.3613,4.6438,1.3788,37.755,69.97,1794.29
9/13/2022,3932.69,17079.51,64.88,3.2696,2.7773,1.0213,1.208,135.05,12/30/1899,1431.15,31.568,58.67,15362,82.9888,4.631,1.3789,37.817,71.02,1792.38
9/14/2022,3946.01,18087.97,65.14,3.2141,2.7809,1.0299,1.2219,132.89,12/30/1899,1426.45,31.521,58.925,15423,82.76,4.6375,1.3693,37.895,70.97,1789.72
9/15/2022,3901.35,18012.15,64.51,3.2185,2.8876,1.032,1.2205,133.02,12/30/1899,1410.6,31.675,58.993,15488,82.6913,4.6502,1.3692,38.06,71.06,1802.4
9/16/2022,3873.33,17740.05,63.9,3.2422,2.8312,1.0259,1.2138,133.42,12/30/1899,1402.65,31.861,58.865,15468,82.73,4.6733,1.3716,37.775,68.73,1779.71
9/19/2022,3899.89,17216.66,64.12,3.1821,2.7878,1.016,1.2055,133.32,12/30/1899,1412.8,31.851,58.965,15498,82.5025,4.684,1.3791,37.575,68.54,1775.69
9/20/2022,3855.93,16832.36,63.69,3.2574,2.8041,1.0171,1.2096,134.22,12/30/1899,1435.4,31.901,58.999,15573,82.4713,4.6935,1.3785,38.02,68.46,1761.77
9/21/2022,3789.93,16701.03,62.59,3.2848,2.8968,1.018,1.2048,135.05,12/30/1899,1424.75,31.898,58.945,15633,82.785,4.7048,1.3813,37.565,66.7,1758.61
9/22/2022,3757.99,16389.11,62.04,3.1974,2.8822,1.0087,1.193,135.89,12/30/1899,1431.1,32.003,58.999,15587,82.7063,4.7168,1.3862,37.423,66.25,1747.06
9/23/2022,3693.23,16587.69,60.7,3.2338,2.9721,1.0037,1.1829,136.97,12/30/1899,1428.95,32.006,58.829,15623,82.785,4.7155,1.392,37.305,66.69,1736.3
9/26/2022,3655.04,16612.9,60.28,3.3098,3.0146,0.9943,1.1767,137.48,12/30/1899,1435.3,32.028,58.97,15570,82.8913,4.7205,1.3981,36.835,64.5,1748.15
9/27/2022,3647.29,16914.58,60.02,3.2997,3.0461,0.997,1.1836,136.77,12/30/1899,1422.65,32.117,58.95,15568,82.435,4.7277,1.3921,36.88,63.65,1751.19
9/28/2022,3719.04,16511.28,60.34,3.3905,3.1039,0.9967,1.1799,137.12,12/30/1899,1426.3,32.207,58.764,15552,81.9113,4.7387,1.3939,35.948,64.25,1758.71
9/29/2022,3640.47,16280.22,58.87,3.3661,3.0258,0.9975,1.1832,136.49,12/30/1899,1432.6,32.245,58.87,15598,81.4287,4.7362,1.3886,35.908,65.87,1738.14
9/30/2022,3585.62,16211.12,58.53,3.3966,3.0409,0.9966,1.1744,137.64,12/30/1899,1440.15,32.327,58.8,15628,81.8062,4.7137,1.3939,35.59,65.05,1737.09
10/3/2022,3678.43,15180.69,59.09,3.4232,3.1024,0.9997,1.1709,138.72,12/30/1899,1439.6,32.228,58.463,15648,80.8225,4.7177,1.3958,35.69,63.91,1724.02
10/4/2022,3790.93,15165.59,61.08,3.4416,3.1025,1.0015,1.1656,138.79,12/30/1899,1433.25,32.09,58.23,15697,81.2625,4.725,1.398,35.885,65.52,1711.04
10/5/2022,3783.28,15317.67,61.2,3.4929,3.1926,1.0054,1.1622,138.96,12/30/1899,1426.25,32.153,57.98,15738,81.1025,4.7267,1.3971,35.757,66.89,1697.52
10/6/2022,3744.52,15427.94,60.76,3.4994,3.2533,0.9946,1.1545,140.21,12/30/1899,1417.7,32.218,58.48,15708,81.3075,4.7362,1.4027,36.228,68.34,1712.19
10/7/2022,3639.66,14863.06,59.39,3.3873,3.1894,0.9954,1.1509,140.2,12/30/1899,1421.6,32.195,58.825,15698,81.6338,4.738,1.4022,36.085,69.19,1710.4
10/10/2022,3612.39,14687.02,58.44,3.3873,3.1894,0.9929,1.1517,140.6,12/30/1899,1424.65,32.178,58.565,15661,81.7038,4.7435,1.4035,36.255,70.34,1702.14
10/11/2022,3588.84,15455.27,57.49,3.5029,3.3492,0.9904,1.152,142.8,12/30/1899,1417.2,32.245,58.6,15691,81.8475,4.748,1.4065,35.765,69.63,1718.37
10/12/2022,3577.03,15827.17,57.58,3.4309,3.2635,1.0006,1.1533,143.74,12/30/1899,1417.65,32.192,58.28,15494,81.6738,4.74,1.4042,35.815,68.71,1708.46
10/13/2022,3669.91,15339.49,57.72,3.5035,3.317,0.9997,1.1504,144.11,12/30/1899,1423.95,32.089,58.015,15518,81.8513,4.7358,1.4051,35.575,67.55,1716.83
10/14/2022,3583.07,16161.14,56.9,3.5565,3.3097,1.0042,1.1589,142.47,12/30/1899,1419.05,32.068,58.197,15538,81.6275,4.6925,1.3995,35.425,68.27,1724.54
10/17/2022,3677.95,16595.91,58.29,3.5714,3.3578,1.0122,1.1683,142.84,12/30/1899,1401.35,31.885,57.263,15603,81.6837,4.6978,1.3959,35.26,66.96,1702.17
10/18/2022,3719.98,16557.31,58.08,3.756,3.408,0.997,1.1493,144.58,12/30/1899,1385,31.888,57.295,15663,81.6675,4.622,1.4069,34.98,67.54,1697.32
10/19/2022,3695.16,16358.52,56.83,3.7881,3.4043,0.9981,1.1539,143.08,12/30/1899,1364.75,31.379,57.228,15688,81.725,4.5948,1.4062,34.765,68.05,1665.11
10/20/2022,3665.78,16081.04,57.15,3.8646,3.4489,1.0001,1.1467,143.52,12/30/1899,1377.8,31.105,57.355,15713,81.4287,4.5335,1.4091,35.05,69.37,1675.06
10/21/2022,3752.75,17325.66,57.7,3.8671,3.4494,1.0016,1.142,142.92,12/30/1899,1318.75,31.073,57.37,15698,81.2213,4.5448,1.407,35.097,69.08,1675.84
10/24/2022,3797.34,17619.71,55.19,3.9358,3.4905,1.0024,1.1431,143.21,12/30/1899,1326.05,31.098,57.25,15688,81.3175,4.5562,1.4076,34.833,68.76,1664.89
10/25/2022,3859.11,18343.12,55.71,3.9665,3.563,0.9971,1.1381,143.75,12/30/1899,1317.7,31.152,57.36,15664,81.7975,4.58,1.41,34.798,68.53,1673.89
10/26/2022,3830.6,18256.48,56.9,4.0484,3.5299,0.9837,1.127,144.06,12/30/1899,1325.4,31.153,57.393,15673,82.61,4.5745,1.4173,34.807,69.5,1671.22
10/27/2022,3807.3,18045.66,56.3,4.1222,3.7138,0.9836,1.1261,142.39,12/30/1899,1338.9,31.201,56.97,15723,82.48,4.5753,1.4186,34.573,70.28,1643.94
10/28/2022,3901.06,17992.54,55.89,4.2011,3.6846,0.9687,1.0859,143.31,12/30/1899,1340.15,31.204,56.79,15743,82.4325,4.4935,1.4309,34.915,70.74,1622.36
10/31/2022,3871.98,17655.91,55.51,4.3406,3.9244,0.9609,1.0689,144.75,12/30/1899,1354.9,31.212,56.685,15732,82.2775,4.4838,1.4382,34.975,69.9,1628.9
11/1/2022,3856.1,17424.41,56.69,4.2829,3.9451,0.9594,1.0733,144.8,12/30/1899,1356.7,31.018,56.655,15563,82.5375,4.511,1.439,34.84,70.17,1659.97
11/2/2022,3759.69,17523.81,56.36,4.1349,3.7312,0.9735,1.0889,144.16,12/30/1899,1352,30.896,56.575,15428,82.8063,4.4445,1.4349,34.76,70.59,1660.54
11/3/2022,3719.89,17660.9,56.71,4.1924,3.7856,0.9815,1.1117,144.46,12/30/1899,1328.35,31.007,56.195,15468,82.4487,4.407,1.4327,34.728,71.78,1660.61
11/4/2022,3770.55,17573.58,59.26,4.2787,3.8286,0.9802,1.117,144.74,12/30/1899,1324.2,30.944,55.765,15618,82.7538,4.3883,1.4353,34.667,71.08,1699.89
11/7/2022,3806.8,17297.94,59.54,4.1134,3.6387,0.9826,1.1323,144.55,12/30/1899,1340.35,30.895,56.025,15638,82.8712,4.3685,1.4318,34.725,72.48,1726.13
11/8/2022,3828.11,18204.68,60.07,4.0926,3.6329,0.9986,1.1476,144.13,12/30/1899,1326.7,30.624,55.982,15621,82.7038,4.395,1.423,34.775,72.45,1716.26
11/9/2022,3748.57,18597.23,58.91,4.1481,3.7528,0.9884,1.1326,144.64,12/30/1899,1318.4,30.589,55.47,15583,82.755,4.397,1.4262,34.61,71.37,1712.53
11/10/2022,3956.37,18736.44,61.56,4.2558,3.8236,0.9791,1.1162,145.14,12/30/1899,1299.4,30.45,55.375,15628,82.8175,4.4015,1.4293,34.757,69.92,1694.82
11/11/2022,3992.93,18675.35,63.45,4.3078,3.8814,0.9744,1.1086,145.25,12/30/1899,1300.2,30.634,55.66,15657,82.7625,4.404,1.4322,34.653,69.88,1668.61
11/14/2022,3957.25,19518.29,63.2,4.3078,3.8814,0.9702,1.1055,145.72,12/30/1899,1292.65,30.655,55.915,15598,82.8662,4.418,1.4377,34.605,71.24,1666.34
11/15/2022,3991.73,19441.18,65.13,4.3058,3.947,0.9708,1.0968,145.86,12/30/1899,1319.15,30.695,55.779,15618,82.6512,4.4285,1.4385,34.405,70.69,1673.19
11/16/2022,3958.79,18814.82,64.02,4.2911,3.8962,0.9703,1.11,146.91,12/30/1899,1321.75,30.63,55.685,15598,82.855,4.3927,1.4353,34.045,72.02,1666.37
11/17/2022,3946.56,19450.23,64.37,4.4635,3.9435,0.9776,1.1326,147.12,12/30/1899,1318.05,30.709,55.568,15598,82.865,4.4158,1.4307,33.95,70.57,1644.47
11/18/2022,3965.34,19900.87,63.75,4.4959,4.0184,0.9722,1.1172,148.67,12/30/1899,1301.55,30.716,55.43,15603,82.8125,4.4245,1.426,34.045,70.09,1650.09
11/21/2022,3949.94,19463.63,62.74,4.4433,4.0104,0.9841,1.1358,149.04,12/30/1899,1307.25,30.577,55.253,15588,82.735,4.43,1.4214,33.49,69.62,1652.22
11/22/2022,4003.58,19596.2,62.89,4.4286,4.0066,0.9858,1.132,149.26,12/30/1899,1304.4,30.628,55.11,15583,82.745,4.434,1.4208,33.52,70.46,1629.44
11/23/2022,4027.26,19673.45,63.44,4.5563,4.1335,0.9773,1.1219,149.9,12/30/1899,1294.85,30.705,55.11,15593,82.8887,4.4382,1.425,33.347,70.46,1628.02
11/25/2022,4026.12,19368.59,63.13,4.61,4.2283,0.9786,1.1235,150.15,12/30/1899,1303.45,30.738,55.173,15633,82.8075,4.423,1.424,33.355,69.98,1657.69
11/28/2022,3963.94,19450.67,62.88,4.4723,4.2167,0.9862,1.1303,147.65,12/30/1899,1307.05,30.728,55.923,15663,82.5538,4.4243,1.4152,32.972,69.45,1649.78
11/29/2022,3957.63,19352.81,64.55,4.5046,4.2424,0.9874,1.1278,148.91,12/30/1899,1302.9,30.712,56.178,15703,82.7263,4.4242,1.4224,32.978,69.96,1653.17
11/30/2022,4080.11,19094.8,66.7,4.4771,4.1021,0.9966,1.1472,147.93,12/30/1899,1292.2,30.676,55.729,15658,82.3575,4.4255,1.4165,33.105,70.41,1664.57
12/1/2022,4076.57,19160.49,66.64,4.4039,4.0028,1.0081,1.1625,146.37,12/30/1899,1285.7,30.719,55.808,15568,81.7888,4.4187,1.4057,32.84,71.76,1663.31
12/2/2022,4071.7,19679.22,66.88,4.2741,3.9187,0.9964,1.1565,146.29,12/30/1899,1276.05,30.712,55.908,15573,81.575,4.404,1.4092,33.037,71.76,1644.86
12/5/2022,3998.84,19593.06,66.39,4.4142,4.0123,0.9965,1.1615,147.6,12/30/1899,1280.7,30.697,55.775,15598,81.5525,4.4093,1.4108,32.813,72.18,1633.56
12/6/2022,3941.26,19898.91,66.3,4.4824,4.0478,0.9882,1.1469,148.71,12/30/1899,1275,30.72,55.637,15588,81.3388,4.3985,1.4165,32.74,70.92,1647.98
12/7/2022,3933.92,19741.14,65.84,4.5447,4.0419,0.9877,1.1484,148.27,12/30/1899,1268.95,30.733,55.135,15608,81.615,4.3878,1.4153,32.823,69.24,1635.24
12/8/2022,3963.51,19781.41,66.86,4.6197,4.1005,0.9818,1.1392,147.9,12/30/1899,1267.15,30.717,54.881,15633,81.7663,4.4032,1.4172,32.813,67.92,1629.49
12/9/2022,3934.38,20145.29,66.64,4.7138,4.1469,0.9749,1.116,148.26,12/30/1899,1265.5,30.7,54.8,15568,81.245,4.3733,1.4219,32.76,67.47,1681.87
12/12/2022,3990.56,20793.11,66.53,4.6584,4.1584,0.9957,1.1379,146.62,12/30/1899,1273.5,30.709,55.315,15573,81.36,4.3725,1.4069,32.87,67.91,1675.63
12/13/2022,4019.65,21052.17,66.41,4.7217,4.2135,1.002,1.1514,146.63,12/30/1899,1271.6,30.718,54.91,15483,81.125,4.3702,1.4008,32.713,68.94,1712.42
12/14/2022,3995.32,20991.64,66.47,4.6506,4.1234,1.0074,1.1544,145.68,12/30/1899,1272,30.715,54.59,15338,81.39,4.359,1.3987,33.005,69.01,1706.74
12/15/2022,3895.75,21388.34,64.88,4.5795,4.0923,1.0011,1.1358,146.47,12/30/1899,1269.5,30.515,54.83,15150,81.72,4.3348,1.4028,32.84,69.37,1755.45
12/16/2022,3852.36,21331.46,64.94,4.3321,3.8125,1.0209,1.1716,140.98,12/30/1899,1268.75,30.452,54.595,15045,81.5887,4.3173,1.3824,32.787,68.07,1771.24
12/19/2022,3817.66,21436.05,64.91,4.3321,3.8125,1.0347,1.183,138.81,12/30/1899,1243.85,30.43,54.64,15165,81.5213,4.3258,1.3718,32.955,67.59,1771.4
12/20/2022,3821.62,21514.1,64.6,4.3888,3.8536,1.0327,1.1756,139.89,12/30/1899,1243.8,30.448,54.53,15089,81.4962,4.3158,1.372,33.675,67.98,1778.94
12/21/2022,3878.44,21738.66,65.2,4.3382,3.7696,1.0349,1.1865,139.28,12/30/1899,1246.05,30.382,54.58,15104,81.9238,4.3073,1.3707,33.607,68.58,1773.87
12/22/2022,3822.39,21746.72,64.62,4.3549,3.6899,1.0395,1.1914,139.5,12/30/1899,1245.65,30.26,54.442,15075,81.9375,4.285,1.3702,33.475,68.8,1760.44
12/23/2022,3844.82,21577.64,64.51,4.452,3.7657,1.0362,1.1864,140.2,12/30/1899,1241.35,30.312,54.652,14888,82.1825,4.2605,1.3745,33.465,68.18,1750.68
12/27/2022,3829.25,21678,65.76,4.5329,3.8288,1.0325,1.189,140.37,12/30/1899,1235.65,30.328,54.413,14965,81.8412,4.2455,1.3759,33.787,69.78,1738.05
12/28/2022,3783.22,21650.98,64.42,4.5523,3.8269,1.0242,1.1823,142.14,12/30/1899,1238.9,30.367,54.475,14948,82.7388,4.244,1.3817,33.89,69.86,1740.25
12/29/2022,3849.28,22044.65,65.72,4.5145,3.7559,1.0304,1.1886,141.23,12/30/1899,1237.55,30.121,54.555,14985,82.7012,4.243,1.3778,33.805,70.17,1749.68
12/30/2022,3839.5,22566.78,64.79,4.4773,3.6927,1.0397,1.2055,139.6,12/30/1899,1232.45,30.042,54.655,14970,82.4937,4.274,1.3771,34.313,69.33,1755.24
1/3/2023,3824.14,22688.9,65.67,4.4773,3.6927,1.041,1.2113,138.54,12/30/1899,1235.55,29.952,54.513,14990,82.52,4.2467,1.3754,34.335,70.57,1754.93
1/4/2023,3852.97,22069.73,67.92,4.4526,3.6776,1.0395,1.2092,139.19,12/30/1899,1231.65,29.688,53.858,14975,82.5038,4.2587,1.3768,34.595,68.97,1741.36
1/5/2023,3808.1,21842.33,67.56,4.4381,3.6812,1.034,1.1959,138.95,12/30/1899,1231,29.71,53.675,14880,82.7275,4.3025,1.3793,34.423,67.89,1749.85
1/6/2023,3895.08,22072.18,68.77,4.4732,3.7441,1.033,1.1952,138.63,12/30/1899,1231.3,29.98,54.4,14893,82.7637,4.2983,1.3736,34.573,68.14,1768.52
1/9/2023,3892.09,21958.36,69.29,4.3102,3.6054,1.0406,1.2058,138.07,12/30/1899,1227.4,30.039,55.085,15055,82.8025,4.3165,1.3614,34.592,68.34,1803.1
1/10/2023,3919.25,21660.47,69.72,4.2276,3.5048,1.052,1.2247,135.33,12/30/1899,1231.9,30.053,54.82,15145,82.7213,4.3342,1.3535,34.673,69.3,1797.63
1/11/2023,3969.61,21222.16,69.9,4.2717,3.4862,1.0535,1.228,134.31,12/30/1899,1231.55,30.065,54.467,15100,82.8313,4.3622,1.3516,34.805,69.24,1768.68
1/12/2023,3983.17,21298.7,70.23,4.3874,3.5736,1.0491,1.219,136.75,12/30/1899,1220.35,30.137,54.425,15095,82.7325,4.3472,1.3576,35.105,70.46,1771.04
1/13/2023,3999.09,21283.52,70.75,4.3664,3.5314,1.0467,1.2133,137,12/30/1899,1229.35,30.235,54.775,15134,82.7988,4.3923,1.359,35.35,70.64,1786.27
1/17/2023,3990.97,21624.36,70.32,4.2561,3.4169,1.0506,1.2203,136.62,12/30/1899,1253.15,30.218,54.86,15195,82.8562,4.4037,1.3554,34.78,71.2,1789.14
1/18/2023,3928.86,21190.42,69.91,4.3077,3.4819,1.0556,1.2234,136.67,12/30/1899,1255.6,30.302,55.185,15160,82.7425,4.435,1.3536,34.778,70.03,1797.32
1/19/2023,3898.85,21164.42,70.57,4.3443,3.5783,1.054,1.2259,136.56,12/30/1899,1260.2,30.273,55.097,15204,82.7487,4.4303,1.3539,34.7,69.9,1781.44
1/20/2023,3972.61,21113.76,71.68,4.3754,3.6113,1.0537,1.2269,137.67,12/30/1899,1260.3,30.411,55.247,15157,82.8475,4.4328,1.3549,34.56,70.62,1810.8
1/23/2023,4019.81,20812.17,72.38,4.2183,3.5012,1.0633,1.2366,135.59,12/30/1899,1264.95,30.367,54.972,15203,82.67,4.4435,1.3469,35.083,71.09,1807.32
1/24/2023,4016.95,20987.67,72.23,4.2095,3.4774,1.0682,1.2426,135.48,12/30/1899,1277.5,30.419,55.08,15158,82.5063,4.434,1.3469,35.048,71.78,1776.85
1/25/2023,4016.22,20719.81,72.29,4.2362,3.4463,1.0628,1.2178,137.78,12/30/1899,1269.45,30.509,55.185,15190,82.59,4.4353,1.361,35.065,70.73,1793.08
1/26/2023,4060.43,20886.96,73.08,4.1783,3.4822,1.0586,1.2148,136.6,12/30/1899,1282.3,30.389,54.9,15202,81.9713,4.4785,1.359,34.605,70.39,1787.62
1/27/2023,4070.56,20529.49,72.83,4.2557,3.5846,1.0607,1.2149,136.91,12/30/1899,1284.75,30.469,55.533,15190,81.9163,4.4873,1.3549,34.515,70.37,1817.94
1/30/2023,4017.77,20423.84,71.32,4.2532,3.6825,1.0624,1.2183,131.73,12/30/1899,1299.65,30.58,55.335,15225,82.055,4.472,1.3515,34.618,69.58,1814.39
1/31/2023,4076.6,20351.35,70.9,4.2127,3.662,1.0605,1.2082,132.46,12/30/1899,1294.55,30.635,54.991,15270,81.9812,4.4753,1.3514,34.41,68.97,1792.52
2/1/2023,4119.21,20010.04,72.03,4.2714,3.6786,1.0596,1.2038,132.35,12/30/1899,1296,30.635,55.028,15250,82.0513,4.4773,1.3535,34.223,69.98,1798.2
2/2/2023,4179.76,19943.51,71.54,4.3211,3.7472,1.0617,1.2053,132.91,12/30/1899,1304.95,30.573,54.83,15235,82.1263,4.4783,1.351,34.112,68.59,1813.69
2/3/2023,4136.48,19785.94,70.24,4.3211,3.7472,1.0637,1.2062,132.88,12/30/1899,1297,30.585,54.855,15280,82.4913,4.4718,1.3479,34.323,68.51,1804.35
2/6/2023,4111.08,20619.71,69.22,4.3741,3.8411,1.064,1.2025,133.49,12/30/1899,1304.7,30.791,55.015,15300,82.6025,4.5243,1.3474,34.43,66.86,1814.91
2/7/2023,4164,20429.46,69.6,4.3512,3.8827,1.0612,1.2018,134.47,12/30/1899,1323.1,30.815,55.303,15295,82.7363,4.519,1.35,34.073,67.54,1824.02
2/8/2023,4117.86,20567.54,69.49,4.3615,3.8145,1.0661,1.2055,133.03,12/30/1899,1323.06,30.856,55.24,15350,82.545,4.52,1.3435,34.145,68.65,1839.48
2/9/2023,4081.5,20603.19,70.03,4.4258,3.8748,1.0705,1.2083,131.12,12/30/1899,1315.35,30.639,55.143,15435,82.6387,4.4967,1.3395,34.445,69.38,1854.56
2/10/2023,4090.46,20534.48,69.26,4.4258,3.8748,1.0667,1.2046,130.8,12/30/1899,1301.3,30.624,54.95,15425,82.6662,4.487,1.3417,34.287,69.04,1832.89
2/13/2023,4137.29,20051.25,69.74,4.3699,3.7389,1.0548,1.1968,131.02,12/30/1899,1296.8,30.599,55.105,15450,82.2637,4.4847,1.3453,34.135,69.86,1865.69
2/14/2023,4136.13,19925.74,69.53,4.3534,3.6827,1.0604,1.2055,132.63,12/30/1899,1299.85,30.623,54.965,15365,82.4812,4.503,1.3405,34.245,70.51,1871.81
2/15/2023,4147.6,19319.92,68.62,4.4576,3.7181,1.0522,1.1908,133.41,12/30/1899,1321.35,30.55,54.899,15385,82.37,4.486,1.3455,34.198,70.29,1877.03
2/16/2023,4090.41,19695.97,68.72,4.2474,3.558,1.0644,1.2093,132.08,12/30/1899,1322.2,30.597,54.715,15365,82.1913,4.4858,1.3395,34.393,70.34,1875.69
2/17/2023,4079.09,19247.96,67.97,4.2077,3.5321,1.073,1.2184,131.88,12/30/1899,1324.5,30.551,54.675,15380,82.3375,4.4692,1.3305,34.213,70.35,1897.09
2/21/2023,3997.34,19539.87,67.18,4.2472,3.6188,1.0733,1.2154,132.26,12/30/1899,1301.65,30.522,54.452,15345,82.1825,4.4552,1.3318,33.873,69.07,1920.23
2/22/2023,3991.05,19203.91,66.81,4.2179,3.5392,1.0757,1.2146,132.45,12/30/1899,1310.55,30.363,54.527,15360,82.3325,4.4177,1.3312,34.073,69.17,1916.02
2/23/2023,4012.32,19518.59,67.02,4.1447,3.44,1.0853,1.221,129.25,12/30/1899,1303.8,30.343,54.305,15345,82.0013,4.4295,1.3252,34.335,68.3,1908.69
2/24/2023,3970.04,19000.71,65.48,4.2321,3.5035,1.083,1.2227,127.87,12/30/1899,1312.9,30.366,54.345,15155,81.8975,4.419,1.3188,34.23,68.84,1904.11
2/27/2023,3982.24,19258.76,65.92,4.2321,3.5035,1.0822,1.2194,128.58,12/30/1899,1302.8,30.375,54.29,15160,81.985,4.401,1.3212,34.25,68.87,1932.24
2/28/2023,3970.15,19591.43,65.47,4.2047,3.5476,1.0788,1.2286,128.12,12/30/1899,1310.5,30.465,54.475,15087,82.1288,4.4202,1.3202,34.36,68.06,1926.08
3/1/2023,3951.39,20049.64,66.87,4.0825,3.3698,1.0794,1.2348,128.9,12/30/1899,1311.15,30.454,54.45,15065,82.0887,4.421,1.3208,34.287,68.19,1931.04
3/2/2023,3981.35,19915.68,67.36,4.1264,3.3915,1.0833,1.2391,128.43,12/30/1899,1307.7,30.451,54.42,15047,81.855,4.4152,1.3217,34.478,68.65,1937.36
3/3/2023,4045.64,19567.69,67.84,4.1702,3.4787,1.0856,1.2397,129.6,12/30/1899,1278.15,30.52,54.367,14995,81.9738,4.418,1.3193,34.385,69.17,1946.11
3/6/2023,4048.42,19784.65,67.47,4.2274,3.5098,1.0872,1.2379,130.67,12/30/1899,1294,30.437,54.74,14970,82.0412,4.4043,1.3182,34.388,70.26,1929.21
3/7/2023,3986.37,20192.4,66.42,4.2103,3.4527,1.0887,1.2334,130.17,12/30/1899,1301.4,30.447,54.493,14900,82.2325,4.3995,1.3196,34.395,70.62,1928.04
3/8/2023,3992.01,20309.13,66.49,4.125,3.4416,1.0916,1.2403,129.59,12/30/1899,1298.95,30.472,54.415,14925,82.155,4.398,1.3131,34.382,68.81,1923.17
3/9/2023,3918.32,20400.11,64.94,4.1826,3.4947,1.0892,1.2408,130.22,12/30/1899,1302.9,30.504,54.91,14913,82.0975,4.4015,1.312,34.205,68.34,1928.36
3/10/2023,3861.59,20409.18,64.61,4.199,3.5035,1.0868,1.2382,129.88,12/30/1899,1299.05,30.491,55.235,14902,81.9113,4.4095,1.3136,34.14,67.81,1950.52
3/13/2023,3855.76,20274.59,65.02,4.2341,3.5366,1.0851,1.2352,130.39,12/30/1899,1301.85,30.46,55.27,14883,81.92,4.4185,1.3144,34.143,68.21,1912.72
3/14/2023,3919.29,20331.2,65.11,4.2011,3.5069,1.0863,1.232,130.09,12/30/1899,1316.5,30.49,55.21,14880,81.7675,4.4093,1.3139,34.205,67.28,1864.97
3/15/2023,3891.93,20485.24,64.05,4.1063,3.4166,1.099,1.2376,128.98,12/30/1899,1315.8,30.521,55.853,14751,81.8438,4.401,1.3064,34.03,65.69,1867.48
