Date,SPX Index,HSI Index,AAXJ US Equity,USGG2YR Index,USGG10YR Index,EURUSD Curncy,GBPUSD Curncy,USDJPY Curncy,AUDUSD Curncy,USDKRW Curncy,USDTWD Curncy,USDPHP Curncy,USDIDR Curncy,USDINR Curncy,USDMYR Curncy,USDSGD Curncy,USDTHB Curncy,CLA Comdty,XAU Curncy
4/30/2021,4181.17,28013.81,93.68,0.1589,1.6145,1.1948,1.375,109.06,12/30/1899,1113.75,27.938,47.948,14375,73.1013,4.105,1.3413,31.378,53.47,1736.43
5/3/2021,4192.66,28231.04,93.51,0.161,1.6323,1.198,1.3779,108.93,12/30/1899,1119.65,27.973,47.953,14355,72.8387,4.1175,1.336,31.36,52.71,1763.95
5/4/2021,4164.66,27718.67,92.49,0.159,1.5759,1.1967,1.3787,108.76,12/30/1899,1124.65,27.999,48.07,14355,72.9662,4.1252,1.3346,31.365,53.05,1776.51
5/5/2021,4167.59,28027.57,92.61,0.1612,1.5798,1.1983,1.3832,108.8,12/30/1899,1129.2,27.928,48.143,14328,72.7775,4.129,1.3341,31.285,53.71,1771.43
5/6/2021,4201.62,28194.09,93.39,0.1572,1.6047,1.2037,1.3986,108.17,12/30/1899,1128.75,27.941,48.155,14288,72.585,4.125,1.3303,31.25,53.89,1778.75
5/7/2021,4232.6,28593.81,94.12,0.1492,1.5589,1.2036,1.3937,108.11,12/30/1899,1134.8,27.861,47.996,14285,72.4475,4.1398,1.3293,31.24,54.02,1793.79
5/10/2021,4188.43,28450.29,92.41,0.1472,1.5555,1.2035,1.3931,108.08,12/30/1899,1130.2,27.807,47.81,14280,72.615,4.146,1.329,31.142,54.27,1783.94
5/11/2021,4152.1,28458.44,91.74,0.1472,1.538,1.2015,1.3839,107.97,12/30/1899,1132.15,27.783,47.7,14280,72.8988,4.1405,1.3298,31.16,54.35,1777.2
5/12/2021,4063.04,28412.26,89.35,0.1575,1.5577,1.2097,1.3876,107.88,12/30/1899,1126.85,27.74,47.76,14285,73.0825,4.1458,1.3269,31.275,54.67,1781.38
5/13/2021,4112.5,28910.86,89.29,0.1677,1.5667,1.2086,1.3899,108.08,12/30/1899,1126.9,27.622,47.823,14295,72.91,4.1435,1.3257,31.195,55.2,1776.6
5/14/2021,4173.85,29166.01,90.77,0.1798,1.6216,1.2091,1.3913,108.7,12/30/1899,1122.05,27.639,47.83,14265,73.0025,4.1403,1.3262,31.21,53.29,1781.68
5/17/2021,4163.29,29113.2,90.61,0.1641,1.6094,1.2126,1.3935,108.6,12/30/1899,1116.9,27.709,47.739,14253,72.8087,4.133,1.3252,31.16,53.63,1772.18
5/18/2021,4127.83,29124.41,91.86,0.1622,1.6343,1.2121,1.3944,108.93,12/30/1899,1117.95,27.693,47.66,14255,72.895,4.1252,1.3267,31.175,53.86,1769.13
5/19/2021,4115.68,29151.8,91.85,0.1584,1.6259,1.202,1.3822,109.31,12/30/1899,1115.4,27.712,47.716,14248,72.975,4.1265,1.3308,31.075,53.82,1792.88
5/20/2021,4159.12,29468,92.39,0.1585,1.5976,1.2064,1.3911,109.07,12/30/1899,1110.65,27.703,47.735,14189,73.0537,4.1245,1.3296,31.127,52.72,1779.06
5/21/2021,4155.86,29297.62,91.27,0.1585,1.5924,1.2014,1.3887,109.33,12/30/1899,1106,27.693,47.76,14203,73.075,4.1242,1.3366,31.155,52.31,1786.87
5/24/2021,4197.05,28966.03,92.02,0.1506,1.566,1.2005,1.3905,109.21,12/30/1899,1113.2,27.756,47.7,14225,73.275,4.128,1.3355,31.17,52.79,1815.22
5/25/2021,4188.13,28918.1,93.3,0.1527,1.5696,1.2065,1.3889,109.09,12/30/1899,1113.7,27.676,47.895,14238,73.3125,4.1213,1.3333,31.405,53.83,1831.24
5/26/2021,4195.99,28787.28,93.9,0.1448,1.5771,1.2166,1.3984,108.6,12/30/1899,1116.45,27.61,48.03,14355,73.3275,4.117,1.3248,31.45,53.8,1836.07
5/27/2021,4200.88,28781.38,93.84,0.1528,1.602,1.2129,1.4118,108.81,12/30/1899,1112.8,27.649,48.085,14375,74.0762,4.121,1.3257,31.608,53.93,1837.47
5/28/2021,4204.11,28742.63,94.33,0.1588,1.6217,1.2148,1.4142,108.62,12/30/1899,1114.2,27.682,48.39,14428,73.8675,4.1085,1.3255,31.752,53.9,1815.69
6/1/2021,4202.04,28738.88,96.06,0.1629,1.6916,1.2072,1.4054,109.67,12/30/1899,1115.2,27.761,48.435,14403,74.105,4.114,1.3338,31.865,53.46,1826.72
6/2/2021,4208.12,28842.13,95.84,0.1529,1.6574,1.2081,1.4052,109.47,12/30/1899,1115.5,27.791,48.692,14433,74.365,4.1173,1.3335,31.865,53.88,1843.43
6/3/2021,4192.85,28638.53,94.75,0.147,1.6284,1.2141,1.4097,109.35,12/30/1899,1111.2,27.934,48.69,14440,74.28,4.1167,1.3323,31.772,54.2,1866.9
6/4/2021,4229.89,28436.84,95.58,0.1531,1.6488,1.2152,1.4134,109.21,12/30/1899,1116.8,27.955,48.795,14425,74.1675,4.1395,1.3356,31.955,54.14,1869.44
6/7/2021,4226.52,28558.59,95.02,0.1491,1.6369,1.2222,1.4189,108.9,12/30/1899,1117,27.999,48.74,14445,74.1975,4.1395,1.3296,32.035,54.46,1869.62
6/8/2021,4227.26,28801.27,94.54,0.1552,1.671,1.2175,1.4115,109.22,12/30/1899,1117.05,27.99,48.483,14485,74.1925,4.1465,1.3344,32.052,54.73,1877.21
6/9/2021,4219.55,28489,94.14,0.1451,1.625,1.2228,1.419,108.78,12/30/1899,1130.35,27.882,48.653,14500,74.2312,4.1605,1.3312,32.045,55.2,1881.25
6/10/2021,4239.18,28309.76,94.72,0.1533,1.6216,1.2182,1.415,108.96,12/30/1899,1132.1,27.899,48.51,14503,74.3313,4.162,1.332,32.205,55.32,1881.02
6/11/2021,4247.44,28817.07,94.62,0.1493,1.6012,1.2216,1.4157,108.75,12/30/1899,1134.6,27.898,48.81,14533,74.5587,4.1595,1.3279,32.11,55.28,1899.25
6/14/2021,4255.15,28882.46,94.9,0.1412,1.5588,1.225,1.4153,108.78,12/30/1899,1131.8,27.86,49.115,14477,74.75,4.1567,1.3259,32.205,55.33,1896.67
6/15/2021,4246.59,29288.22,93.99,0.1485,1.5757,1.2192,1.4119,109.15,12/30/1899,1137.65,27.891,49.188,14470,74.31,4.147,1.3242,32.275,55.33,1896.54
6/16/2021,4223.7,29268.3,92.75,0.1446,1.6062,1.2195,1.4207,109.81,12/30/1899,1134.75,27.984,49.245,14483,74.55,4.152,1.3243,32.482,55.66,1903.77
6/17/2021,4221.86,28994.1,93.49,0.1407,1.5943,1.2192,1.4188,109.85,12/30/1899,1127.75,27.906,49.497,14525,74.6187,4.149,1.3228,32.605,55.87,1906.87
6/18/2021,4166.45,28827.95,92.9,0.1407,1.5943,1.2227,1.4212,109.58,12/30/1899,1130.1,27.912,49.805,14528,74.7137,4.1587,1.3217,32.667,54.78,1900.44
6/21/2021,4224.79,28310.42,93.09,0.1466,1.6062,1.2213,1.415,109.48,12/30/1899,1128.8,27.985,49.88,14493,74.635,4.1625,1.3224,32.6,55.27,1908.38
6/22/2021,4246.44,28143.5,92.6,0.1446,1.5875,1.2211,1.4171,109.56,12/30/1899,1126.15,28.007,50.075,14464,74.5775,4.1567,1.3225,32.675,55.88,1870.76
6/23/2021,4241.84,28072.86,93.26,0.1545,1.625,1.2127,1.4106,110.29,12/30/1899,1132.9,28.049,50.127,14480,74.4962,4.1545,1.3277,32.665,56.06,1891.59
6/24/2021,4266.49,27960.62,94.06,0.1448,1.5534,1.2167,1.4157,109.52,12/30/1899,1134.85,28.006,50.005,14483,74.59,4.1615,1.3245,32.75,56.05,1899.21
6/25/2021,4280.7,27153.13,94.88,0.1547,1.5687,1.219,1.4183,109.25,12/30/1899,1131.8,27.99,50.305,14498,74.5462,4.1823,1.3231,32.86,56.14,1892.89
6/28/2021,4290.61,27344.54,95.13,0.1508,1.5331,1.2173,1.4157,109.5,12/30/1899,1129.75,28.004,50.215,14518,74.5612,4.1917,1.324,32.81,55.86,1888.57
6/29/2021,4291.8,27515.24,95.03,0.1548,1.4908,1.218,1.4118,109.63,12/30/1899,1138,27.883,50.24,14543,74.8763,4.1915,1.3242,32.853,55.33,1898.51
6/30/2021,4297.5,27963.41,94.5,0.1429,1.4318,1.217,1.4177,109.33,12/30/1899,1144.95,27.998,50.343,14483,74.6163,4.192,1.324,32.868,55.31,1877.53
7/1/2021,4319.94,27787.46,93.84,0.1469,1.4518,1.2109,1.4107,109.66,12/30/1899,1148.9,28.044,50.37,14493,74.4675,4.2015,1.326,32.91,55.38,1866.18
7/2/2021,4352.34,27996.27,93.61,0.157,1.494,1.212,1.4112,110.07,12/30/1899,1146.95,28.048,50.143,14483,74.41,4.2025,1.3264,32.965,55.65,1859.02
7/6/2021,4343.54,28004.68,92.26,0.163,1.4922,1.2126,1.4083,110.08,12/30/1899,1145.35,28.066,50.33,14493,74.4187,4.2055,1.3277,32.875,55.79,1811.47
7/7/2021,4358.13,27489.78,92.13,0.2052,1.5754,1.1995,1.3988,110.71,12/30/1899,1148.55,28.007,50.34,14488,74.4637,4.2253,1.3366,32.868,54.44,1773.5
7/8/2021,4320.82,27259.25,90.09,0.2093,1.504,1.1907,1.3922,110.21,12/30/1899,1141.4,28.021,50.413,14483,74.3763,4.2332,1.3422,32.938,53.79,1764.16
7/9/2021,4369.55,27224.58,91.65,0.2541,1.4381,1.1864,1.381,110.21,12/30/1899,1140.05,28.061,50.393,14463,74.2838,4.2227,1.3451,33.018,53.72,1783.27
7/12/2021,4384.63,27723.84,91.79,0.2543,1.4886,1.1919,1.3934,110.27,12/30/1899,1147.7,28.05,50.32,14423,74.4175,4.2265,1.3431,33.132,54.52,1778.74
7/13/2021,4369.21,27321.98,92.14,0.2281,1.4632,1.194,1.3949,110.65,12/30/1899,1150.4,27.996,50.02,14342,74.345,4.231,1.3444,33.25,54.77,1778.68
7/14/2021,4374.3,26192.32,92.25,0.2622,1.4852,1.1926,1.3964,110.96,12/30/1899,1153.9,27.937,49.92,14313,74.2825,4.233,1.3449,33.357,55.89,1775.17
7/15/2021,4360.03,25086.43,92.44,0.2681,1.4919,1.1932,1.3922,110.87,12/30/1899,1150,27.961,49.615,14343,74.1862,4.2343,1.343,33.42,55.23,1781.44
7/16/2021,4327.16,25473.88,91.81,0.2661,1.5241,1.1935,1.3879,110.75,12/30/1899,1150.8,27.924,49.765,14353,74.175,4.2385,1.3423,33.455,55.1,1778.48
7/19/2021,4258.49,26315.32,90.25,0.2543,1.4765,1.1925,1.3883,110.63,12/30/1899,1155.1,27.915,50.255,14363,74.1525,4.2205,1.3432,33.35,55.96,1761.24
7/20/2021,4323.06,25961.03,90.64,0.2504,1.4697,1.1897,1.3836,110.53,12/30/1899,1150.2,27.821,50.405,14383,74.2675,4.2248,1.3453,33.34,53.23,1770.11
7/21/2021,4358.69,26235.8,91.11,0.2486,1.468,1.1858,1.3831,111.11,12/30/1899,1154.5,27.77,50.39,14383,74.4312,4.22,1.3454,33.425,53.35,1776.84
7/22/2021,4367.48,26194.82,91.32,0.2527,1.4578,1.185,1.3767,111.53,12/30/1899,1146.45,27.806,50.403,14388,74.4425,4.2205,1.3488,33.27,54.78,1787.3
7/23/2021,4411.79,26426.55,89.93,0.2336,1.4238,1.1865,1.3824,111.05,12/30/1899,1150.25,27.814,50.41,14373,74.2563,4.2165,1.3467,33.292,54.94,1791.77
7/26/2021,4422.3,26204.69,87.7,0.2336,1.4238,1.1864,1.3844,110.97,12/30/1899,1151,27.824,50.405,14373,74.2475,4.2192,1.3453,33.342,54.85,1797.08
7/27/2021,4401.46,26179.4,85.53,0.2179,1.3481,1.1824,1.38,110.63,12/30/1899,1148.5,27.84,50.468,14403,74.3512,4.2285,1.3476,33.375,54.34,1803.63
7/28/2021,4400.64,26283.4,87.94,0.2141,1.3163,1.179,1.3801,110.66,12/30/1899,1143.7,27.813,50.638,14453,74.2475,4.24,1.3491,33.35,54.45,1802.83
7/29/2021,4419.15,26605.62,88.27,0.1944,1.2928,1.1845,1.3786,109.72,12/30/1899,1143.75,27.859,50.4,14413,74.3963,4.2315,1.3525,32.93,55.02,1808.32
7/30/2021,4395.26,26660.16,87.8,0.2126,1.3595,1.1876,1.3901,110.14,12/30/1899,1142.15,27.844,50.421,14393,74.2125,4.2375,1.3511,32.71,55.72,1806.28
8/2/2021,4387.16,26517.82,88.25,0.2267,1.3645,1.1861,1.3883,110.37,12/30/1899,1144.45,27.857,50.555,14398,74.1913,4.237,1.352,32.745,55.49,1807.76
8/3/2021,4423.15,26391.62,88.65,0.2528,1.4166,1.1776,1.3814,110.63,12/30/1899,1149.8,27.835,50.382,14418,74.2425,4.2375,1.3553,32.627,54.48,1827.53
8/4/2021,4402.66,26181.46,89.32,0.223,1.3459,1.1837,1.386,109.97,12/30/1899,1156.35,27.965,50.26,14418,74.2225,4.237,1.3531,32.458,54.61,1829.47
8/5/2021,4429.1,25745.87,88.97,0.2231,1.2989,1.1812,1.3829,109.83,12/30/1899,1161.2,28.005,50.13,14370,73.6875,4.2378,1.3541,32.24,54,1812.05
8/6/2021,4436.52,25867.01,88.17,0.2215,1.2903,1.1806,1.3767,110.07,12/30/1899,1168.95,27.976,49.885,14268,73.27,4.239,1.3571,32.36,54.75,1812.64
8/9/2021,4432.35,25316.33,88.56,0.2156,1.1888,1.18,1.3675,109.46,12/30/1899,1176.4,27.93,49.985,14283,73.0063,4.226,1.3635,32.452,55.11,1810.36
8/10/2021,4436.75,24849.72,88.65,0.1996,1.2218,1.1781,1.3628,109.85,12/30/1899,1168.35,27.92,49.95,14273,73.0875,4.2175,1.3654,32.615,54.69,1803.66
8/11/2021,4447.7,25109.59,88.75,0.2078,1.2884,1.1794,1.3713,110.29,12/30/1899,1176.25,27.92,49.75,14263,73.0675,4.2032,1.3636,32.487,55.26,1806.92
8/12/2021,4460.83,25727.92,87.93,0.1998,1.2783,1.1771,1.3768,110.14,12/30/1899,1179.65,27.922,50.085,14223,73.0188,4.1952,1.3599,32.635,55.72,1802.15
8/13/2021,4468,25693.95,87.56,0.1981,1.2763,1.1771,1.3748,110.55,12/30/1899,1173.9,27.796,49.898,14213,73.105,4.191,1.3607,32.787,55.73,1797.63
8/16/2021,4479.71,25415.69,86.95,0.1941,1.2896,1.1803,1.3818,110.39,12/30/1899,1166,27.762,49.827,14253,73.4125,4.1552,1.3582,32.71,55.56,1799.09
8/17/2021,4448.08,25407.89,85.05,0.2035,1.2411,1.1817,1.3879,109.78,12/30/1899,1167.55,27.736,49.947,14253,73.6037,4.1543,1.3604,32.665,55.32,1807.11
8/18/2021,4400.27,25539.54,85.44,0.2016,1.2327,1.1845,1.3902,109.91,12/30/1899,1170.45,27.724,50.011,14203,73.4975,4.1585,1.3566,32.91,54.68,1828.17
8/19/2021,4405.8,25878.99,84.05,0.2035,1.2693,1.1887,1.3959,109.48,12/30/1899,1169.1,27.687,50.12,14253,73.6788,4.146,1.3531,32.927,54.48,1814.19
8/20/2021,4441.67,26028.29,84.02,0.1839,1.2223,1.187,1.3904,109.72,12/30/1899,1166.75,27.625,49.93,14248,73.6862,4.1477,1.3544,32.87,53.82,1813.47
8/23/2021,4479.53,26090.43,85.24,0.1722,1.1773,1.187,1.3883,109.31,12/30/1899,1159.45,27.631,49.866,14243,73.4912,4.1553,1.353,33.037,52.96,1810.44
8/24/2021,4486.23,25901.99,87.15,0.1703,1.1722,1.1864,1.3916,109.04,12/30/1899,1157.3,27.74,49.978,14253,73.5175,4.1512,1.3513,33.222,54.65,1811.74
8/25/2021,4496.19,26163.63,87.15,0.1802,1.182,1.1837,1.3889,109.48,12/30/1899,1161.45,27.723,49.923,14223,73.485,4.1485,1.351,33.342,55.2,1804.41
8/26/2021,4470,26353.63,86.3,0.198,1.2235,1.1834,1.3931,109.77,12/30/1899,1157.05,27.673,49.795,14243,73.7425,4.1355,1.351,33.388,55.31,1763.03
8/27/2021,4509.37,26320.93,87.25,0.2083,1.2969,1.1762,1.3872,110.25,12/30/1899,1156.5,27.71,49.965,14238,73.6125,4.1503,1.3548,33.445,54.77,1729.94
8/30/2021,4528.79,25716,87.46,0.2203,1.3237,1.1737,1.3847,110.29,12/30/1899,1157.75,27.696,49.96,14243,73.8675,4.1628,1.357,33.245,55.39,1728.93
8/31/2021,4522.68,26205.91,88.76,0.2383,1.349,1.172,1.3843,110.57,12/30/1899,1166.55,27.685,50.23,14243,73.64,4.158,1.3594,33.51,54.99,1751.7
9/1/2021,4524.09,25813.81,89.92,0.2186,1.3303,1.1739,1.3868,110.43,12/30/1899,1169.35,27.705,50.151,14258,73.6913,4.1715,1.3564,33.76,54.78,1752.9
9/2/2021,4536.95,25502.23,89.62,0.2227,1.359,1.173,1.3808,110.41,12/30/1899,1169.1,27.722,50.272,14253,73.8425,4.193,1.3578,33.86,55.03,1779.74
9/3/2021,4535.43,25033.21,90.01,0.2071,1.2767,1.1797,1.3866,109.59,12/30/1899,1175.95,27.761,50.34,14273,74.0525,4.1842,1.355,33.83,55.3,1787.45
9/7/2021,4520.03,24667.85,90.7,0.2092,1.265,1.1778,1.3849,109.24,12/30/1899,1170.8,27.765,50.635,14293,74.15,4.193,1.3558,33.632,55.34,1786.19
9/8/2021,4514.07,24920.76,89.52,0.2133,1.2617,1.171,1.3741,109.6,12/30/1899,1170.45,27.723,50.997,14313,74.2388,4.1812,1.3624,33.79,55.56,1787.82
9/9/2021,4493.28,24099.14,89.19,0.2155,1.2583,1.1711,1.3756,109.77,12/30/1899,1171.75,27.714,50.993,14308,74.125,4.1877,1.3607,33.757,55.41,1780.38
9/10/2021,4458.58,24221.54,89.17,0.2196,1.2433,1.1675,1.3639,109.74,12/30/1899,1175.3,27.778,50.86,14267,74.3138,4.1875,1.3647,33.925,55.08,1781.11
9/13/2021,4468.73,24510.98,89.28,0.2241,1.255,1.1698,1.3623,109.78,12/30/1899,1175.7,27.803,50.987,14253,74.4487,4.1845,1.3623,33.787,55.98,1805.43
9/14/2021,4443.05,24192.16,88.4,0.2242,1.2517,1.1745,1.3719,109.7,12/30/1899,1176.7,27.847,50.8,14253,74.985,4.1842,1.3563,33.855,56,1802.9
9/15/2021,4480.7,24208.78,88.01,0.2223,1.2935,1.1756,1.3729,109.65,12/30/1899,1176.85,27.86,50.689,14217,74.785,4.1862,1.3543,33.885,55.98,1791
9/16/2021,4473.75,24500.39,87.02,0.2386,1.339,1.1772,1.3763,110.02,12/30/1899,1184.4,27.86,50.656,14223,74.9938,4.179,1.3528,33.44,56.07,1792.43
9/17/2021,4432.99,24663.5,86.94,0.2406,1.3491,1.1752,1.37,110.09,12/30/1899,1181.9,27.89,50.873,14208,75.3587,4.1745,1.3537,33.2,56.04,1817.57
9/20/2021,4357.73,24575.64,84.37,0.2151,1.307,1.1795,1.3764,109.84,12/30/1899,1183.9,27.966,50.575,14218,75.515,4.179,1.346,33.31,55.35,1810.34
9/21/2021,4354.19,24036.37,85,0.2014,1.2785,1.1797,1.376,109.92,12/30/1899,1188.15,27.949,50.57,14218,75.3737,4.1835,1.3456,33.472,54.63,1813.62
9/22/2021,4395.64,24104.15,86.17,0.2093,1.3088,1.1809,1.3755,110.02,12/30/1899,1188.9,28.044,50.775,14118,75.2575,4.1827,1.3449,33.327,55.29,1813.9
9/23/2021,4448.98,23966.49,86.7,0.2094,1.2936,1.1839,1.377,110.01,12/30/1899,1192.65,28.149,50.848,14075,75.3475,4.1775,1.3446,33.357,55.69,1809.66
9/24/2021,4455.48,24701.73,85.52,0.2056,1.2835,1.1875,1.3833,109.94,12/30/1899,1190.8,28.129,50.69,14110,74.875,4.1702,1.3424,33.385,56.2,1827.73
9/27/2021,4443.11,24837.85,86.15,0.2061,1.3223,1.188,1.3871,109.71,12/30/1899,1194.8,28.092,50.614,14076,74.86,4.1645,1.3412,33.15,56.21,1823.29
9/28/2021,4352.63,25325.09,85.14,0.2061,1.3223,1.187,1.3837,109.86,12/30/1899,1198.65,28.014,50.715,14123,74.8963,4.16,1.3426,33.12,57.33,1794.36
9/29/2021,4359.46,24962.59,84.38,0.2201,1.3732,1.184,1.3786,110.28,12/30/1899,1193.95,28.003,50.845,14123,75.085,4.1543,1.3461,33.365,57.37,1789.26
9/30/2021,4307.54,25330.96,84.93,0.2162,1.3376,1.1816,1.3771,110.25,12/30/1899,1186.9,27.925,50.73,14158,74.9588,4.1575,1.3457,33.283,57.69,1794.58
10/1/2021,4357.04,25409.75,84.66,0.2124,1.2971,1.1825,1.3837,109.72,12/30/1899,1182.4,27.914,50.807,14153,75.0275,4.1695,1.3428,33.18,57.19,1787.58
10/4/2021,4300.46,25787.21,83.44,0.2127,1.3411,1.1814,1.3839,109.94,12/30/1899,1187.45,27.899,50.82,14173,74.92,4.1597,1.3415,33.455,58.08,1793.75
10/5/2021,4345.72,26136.02,83.99,0.2129,1.3259,1.1811,1.3838,109.99,12/30/1899,1179.15,27.893,50.787,14173,74.8775,4.158,1.3424,33.247,58.63,1804.51
10/6/2021,4363.55,26017.53,83.62,0.207,1.2836,1.1803,1.381,109.69,12/30/1899,1174.6,27.865,50.71,14168,74.8737,4.1505,1.3438,33.315,59,1794.06
10/7/2021,4399.76,26126.93,85.42,0.2111,1.2988,1.1817,1.384,109.38,12/30/1899,1177.15,27.837,50.77,14248,74.685,4.1495,1.3409,33.41,57.68,1753.77
10/8/2021,4391.34,26132.03,85.64,0.2193,1.3378,1.1767,1.3795,109.73,12/30/1899,1177.05,27.818,50.731,14253,74.46,4.1462,1.3449,33.32,58.16,1754.34
10/11/2021,4361.19,26038.27,85.34,0.2217,1.3616,1.1725,1.3741,109.93,12/30/1899,1168.4,27.826,50.715,14298,74.0237,4.1545,1.3485,33.055,58.65,1764.16
10/12/2021,4350.65,25628.74,84.77,0.2158,1.3107,1.1726,1.3657,109.44,12/30/1899,1167.4,27.812,50.42,14338,74.0313,4.1502,1.3517,32.795,59.63,1774.51
10/13/2021,4363.8,25555.73,86.14,0.2139,1.3226,1.1726,1.3659,109.23,12/30/1899,1170.45,27.847,50.385,14328,74.3837,4.1403,1.3527,32.757,60.2,1768.16
10/14/2021,4438.26,25377.24,86.44,0.2363,1.3006,1.1687,1.3622,109.78,12/30/1899,1169.65,27.844,50.57,14258,74.5163,4.1515,1.3534,32.915,60.5,1742.76
10/15/2021,4471.37,25154.32,87.35,0.2608,1.4301,1.1739,1.372,110.33,12/30/1899,1168.5,27.847,50.615,14243,74.4438,4.1487,1.3486,32.813,60.66,1750.42
10/18/2021,4486.46,25099.67,87.26,0.2695,1.4509,1.172,1.3679,110.73,12/30/1899,1176.55,27.86,50.345,14253,74.485,4.154,1.3537,32.725,60.21,1750.16
10/19/2021,4519.63,25024.75,88.74,0.2779,1.4871,1.1695,1.3698,111,12/30/1899,1174.4,27.874,50.175,14263,74.375,4.1588,1.3534,32.69,60.15,1734.01
10/20/2021,4536.19,25225.19,88.62,0.301,1.5374,1.1683,1.3537,111.5,12/30/1899,1181.6,27.836,50.105,14236,74.2713,4.1543,1.358,32.715,59.91,1726.37
10/21/2021,4549.78,24870.51,88.27,0.2892,1.5167,1.1598,1.3427,111.96,12/30/1899,1182.65,27.762,50.077,14213,74.2375,4.1497,1.361,32.58,60.89,1756.95
10/22/2021,4544.9,24763.77,88.08,0.2755,1.4873,1.158,1.3474,111.29,12/30/1899,1185.05,27.78,50.16,14222,74.4025,4.1532,1.3577,32.755,60.47,1760.98
10/25/2021,4566.48,24813.13,88.39,0.2638,1.4616,1.1596,1.3546,111.05,12/30/1899,1183.2,27.833,49.865,14243,74.4212,4.1705,1.3571,32.88,60.82,1769.57
10/26/2021,4574.79,24996.14,87.94,0.2776,1.4789,1.1621,1.361,110.93,12/30/1899,1177.15,27.835,50.184,14228,74.3938,4.165,1.3569,33.105,61.72,1760.18
10/27/2021,4551.68,25247.99,87.23,0.2836,1.5258,1.1598,1.3629,111.46,12/30/1899,1180.8,27.774,50.325,14238,74.5112,4.1615,1.357,33.333,61.79,1762.74
10/28/2021,4596.42,25327.97,87.41,0.2935,1.5206,1.1556,1.3582,111.41,12/30/1899,1180.85,27.791,50.395,14248,74.87,4.167,1.359,33.365,61.19,1755.78
10/29/2021,4605.38,25390.91,86.31,0.3055,1.5729,1.1552,1.3619,111.63,12/30/1899,1179.6,27.81,50.243,14258,75.0925,4.18,1.3586,33.595,60.91,1757.13
11/1/2021,4613.67,25713.78,86.99,0.3178,1.6118,1.1569,1.3615,112.24,12/30/1899,1178.4,27.799,50.425,14258,75.1687,4.1818,1.3545,33.675,59.93,1754.15
11/2/2021,4630.65,25650.08,86.04,0.3178,1.6118,1.1552,1.3595,113.31,12/30/1899,1180,27.787,50.64,14268,74.9075,4.1832,1.355,33.698,60.44,1760.18
11/3/2021,4660.57,25319.72,86.38,0.3379,1.5769,1.153,1.3588,113.61,12/30/1899,1182.5,27.779,50.592,14303,74.9913,4.1855,1.3572,33.728,60.54,1792.97
11/4/2021,4680.06,25049.97,86.28,0.358,1.5368,1.1594,1.3659,113.25,12/30/1899,1180.4,27.797,50.34,14323,75.1687,4.1985,1.3517,33.87,60.43,1795.87
11/5/2021,4697.53,24951.34,85.97,0.3602,1.5107,1.1597,1.3673,113.68,12/30/1899,1185.3,27.786,50.388,14323,75.4238,4.2105,1.3488,33.89,61.93,1767.62
11/8/2021,4701.7,24651.58,86.86,0.3949,1.5703,1.1601,1.3751,114.22,12/30/1899,1185.15,27.796,50.428,14343,75.4312,4.2297,1.3483,33.688,63.07,1764.86
11/9/2021,4685.25,24685.5,86.26,0.4254,1.6002,1.161,1.3726,114.32,12/30/1899,1189.65,27.833,50.383,14378,75.455,4.2385,1.3493,33.478,63.53,1769.29
11/10/2021,4646.71,24740.16,86.06,0.3953,1.6372,1.1633,1.3797,114.38,12/30/1899,1186.25,27.801,50.365,14398,75.52,4.2385,1.345,33.472,63.71,1782.08
11/11/2021,4649.27,24080.52,87.44,0.3854,1.6567,1.1651,1.3824,114.31,12/30/1899,1189.9,27.799,50.41,14438,75.785,4.2038,1.3436,33.408,62.75,1782.9
11/12/2021,4682.85,23852.24,87.93,0.4545,1.7011,1.1623,1.3793,113.99,12/30/1899,1193.3,27.762,50.387,14378,75.7612,4.2195,1.3474,33.377,63.1,1792.65
11/15/2021,4682.8,23475.26,87.69,0.4534,1.6324,1.1643,1.3755,113.5,12/30/1899,1193,27.753,50.417,14358,75.87,4.232,1.3482,33.415,62.51,1807.73
11/16/2021,4700.9,23658.92,88,0.4353,1.6307,1.1608,1.3767,113.71,12/30/1899,1188.05,27.714,50.375,14353,76.2312,4.2308,1.347,33.423,62.85,1792.91
11/17/2021,4688.67,23788.93,87.52,0.4396,1.6079,1.1596,1.3767,114.16,12/30/1899,1179.1,27.741,50.285,14373,76.0938,4.2327,1.3478,33.345,63.01,1796.81
11/18/2021,4704.54,23766.69,86.6,0.5029,1.5413,1.1603,1.3745,113.83,12/30/1899,1176.5,27.774,50.365,14343,76.085,4.2323,1.3484,33.615,62.78,1798.91
11/19/2021,4697.96,23349.38,86.64,0.4891,1.58,1.1681,1.379,113.58,12/30/1899,1179.9,27.741,50.34,14333,75.9163,4.2248,1.3446,33.68,62.83,1783.38
11/22/2021,4682.94,23983.66,86.28,0.497,1.5521,1.1558,1.3682,113.95,12/30/1899,1182.6,27.702,50.363,14333,75.6025,4.2163,1.3488,33.765,61.46,1793.28
11/23/2021,4690.7,23996.87,86.02,0.4992,1.5557,1.1606,1.3665,114,12/30/1899,1179.7,27.733,50.295,14343,75.5513,4.2113,1.3485,33.555,61.86,1787.76
11/24/2021,4701.46,24254.86,85.94,0.4499,1.5488,1.1579,1.3612,113.96,12/30/1899,1175.9,27.8,49.98,14368,75.245,4.2288,1.3491,33.45,62.85,1769.84
